noise_rate  node_labels_pseudo_acc  node_labels_for_message_passing_acc edge_acc    best_test_metric_iter
0.05	0.7829670310020447	0.9750474095344543	0.9526439905166626	0.9594590770440627
0.1	0.7829670310020447	0.9499894976615906	0.9046480655670166	0.924192145461478
0.15	0.7829670310020447	0.9250368475914001	0.8582585453987122	0.8853119116841026
0.2	0.7829670310020447	0.8999789357185364	0.8228394985198975	0.8449847186807425
0.25	0.7829670310020447	0.8750263452529907	0.7771291136741638	0.8043484736553632
0.3	0.7829670310020447	0.849968433380127	0.7236283421516418	0.7725980327907919
0.35	0.7829670310020447	0.8250158429145813	0.6824889779090881	0.7340093504992493
0.4	0.7829670310020447	0.7999579310417175	0.6436482071876526	0.7020213491647405
0.45	0.7829670310020447	0.7750052809715271	0.6111024022102356	0.6629091401949336
0.5	0.7829670310020447	0.7500526905059814	0.5784390568733215	0.6306671949098015
0.55	0.7829670310020447	0.7249947786331177	0.5408520102500916	0.6065823612468126
0.6	0.7829670310020447	0.7000421285629272	0.4979887306690216	0.624708820866001
0.65	0.7829670310020447	0.6749842166900635	0.4677480459213257	0.672411186640612
0.7	0.7829670310020447	0.6500316262245178	0.43813422322273254	0.7193074106951363
0.75	0.7829670310020447	0.624973714351654	0.40909504890441895	0.7698053940376045
0.8	0.7829670310020447	0.6000210642814636	0.3867230713367462	0.8117255081857826
0.85	0.7829670310020447	0.5749631524085999	0.3533283770084381	0.850787449658032
0.9	0.7829670310020447	0.5500105619430542	0.330466628074646	0.902612494936015
0.95	0.7829670310020447	0.5249526500701904	0.30020633339881897	0.9506142315849677
1.0	0.7829670310020447	0.5	0.2677127718925476	0.9913253193289326
